PatientID,Veterinary_Group,BirthDate,Breed,Insurance_status,Date_of_neuter,Age_at_neuter_months,Neuter_Early,Neuter_Later_01,Comorbidity,Umbilical_hernia,Skin_disorder,Ear_disorder,Urogenital_disorder,Date of UI diagnosis,Age_at_UI,Time_Neuter_to_UI,UI_01,Final_EPR_Date,Follow_up_time_years,Time_interval,UI,Cens,Cens_wt
317,0,12/12/2012,Crossbreed,0,06/06/2013,5.79,Early,0,0,0,0,0,0,,,,0,18/05/2023,8.2,4,0,0,1.014129436
308,4,09/05/2010,Crossbreed,0,01/11/2010,5.79,Early,0,0,0,0,0,0,,,,0,25/07/2018,8,1,0,0,1.565363616
308,4,09/05/2010,Crossbreed,0,01/11/2010,5.79,Early,0,0,0,0,0,0,,,,0,25/07/2018,8,2,0,0,1.565363616
308,4,09/05/2010,Crossbreed,0,01/11/2010,5.79,Early,0,0,0,0,0,0,,,,0,25/07/2018,8,3,0,0,1.565363616
308,4,09/05/2010,Crossbreed,0,01/11/2010,5.79,Early,0,0,0,0,0,0,,,,0,25/07/2018,8,4,0,0,1.565363616
170,4,11/04/2012,Labrador Retriever,1,04/10/2012,5.79,Early,0,0,0,0,0,0,15/11/2014,2.6,772,1,,2.4,1,0,0,1
170,4,11/04/2012,Labrador Retriever,1,04/10/2012,5.79,Early,0,0,0,0,0,0,15/11/2014,2.6,772,1,,2.4,2,1,,1
170,4,11/04/2012,Labrador Retriever,1,04/10/2012,5.79,Early,0,0,0,0,0,0,15/11/2014,2.6,772,1,,2.4,3,,1,1
170,4,11/04/2012,Labrador Retriever,1,04/10/2012,5.79,Early,0,0,0,0,0,0,15/11/2014,2.6,772,1,,2.4,4,,1,1
80,3,06/08/2012,Border Collie,0,29/01/2013,5.79,Early,0,0,0,0,0,0,11/09/2018,6.1,2051,1,,5.9,1,0,0,0.946999428
80,3,06/08/2012,Border Collie,0,29/01/2013,5.79,Early,0,0,0,0,0,0,11/09/2018,6.1,2051,1,,5.9,2,0,0,0.946999428
80,3,06/08/2012,Border Collie,0,29/01/2013,5.79,Early,0,0,0,0,0,0,11/09/2018,6.1,2051,1,,5.9,3,1,,0.946999428
80,3,06/08/2012,Border Collie,0,29/01/2013,5.79,Early,0,0,0,0,0,0,11/09/2018,6.1,2051,1,,5.9,4,,1,0.946999428
511,3,14/06/2012,Crossbreed,1,07/12/2012,5.79,Early,0,0,0,0,0,0,,,,0,30/03/2023,8.2,1,0,0,0.788714071
511,3,14/06/2012,Crossbreed,1,07/12/2012,5.79,Early,0,0,0,0,0,0,,,,0,30/03/2023,8.2,2,0,0,0.788714071
511,3,14/06/2012,Crossbreed,1,07/12/2012,5.79,Early,0,0,0,0,0,0,,,,0,30/03/2023,8.2,3,0,0,0.788714071
511,3,14/06/2012,Crossbreed,1,07/12/2012,5.79,Early,0,0,0,0,0,0,,,,0,30/03/2023,8.2,4,0,0,0.788714071
967,0,14/11/2012,Crossbreed,0,10/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,16/03/2023,8.2,1,0,0,1.014129436
967,0,14/11/2012,Crossbreed,0,10/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,16/03/2023,8.2,2,0,0,1.014129436
967,0,14/11/2012,Crossbreed,0,10/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,16/03/2023,8.2,3,0,0,1.014129436
967,0,14/11/2012,Crossbreed,0,10/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,16/03/2023,8.2,4,0,0,1.014129436
805,0,08/06/2011,West Highland White Terrier,0,02/12/2011,5.82,Early,0,0,0,0,0,0,24/01/2012,0.6,53,1,,0.4,1,1,0,1
805,0,08/06/2011,West Highland White Terrier,0,02/12/2011,5.82,Early,0,0,0,0,0,0,24/01/2012,0.6,53,1,,0.4,2,,1,1
805,0,08/06/2011,West Highland White Terrier,0,02/12/2011,5.82,Early,0,0,0,0,0,0,24/01/2012,0.6,53,1,,0.4,3,,1,1
805,0,08/06/2011,West Highland White Terrier,0,02/12/2011,5.82,Early,0,0,0,0,0,0,24/01/2012,0.6,53,1,,0.4,4,,1,1
501,0,13/06/2012,Miniature Schnauzer,0,07/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,17/09/2021,8.2,1,0,0,1.013215071
501,0,13/06/2012,Miniature Schnauzer,0,07/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,17/09/2021,8.2,2,0,0,1.013215071
501,0,13/06/2012,Miniature Schnauzer,0,07/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,17/09/2021,8.2,3,0,0,1.013215071
501,0,13/06/2012,Miniature Schnauzer,0,07/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,17/09/2021,8.2,4,0,0,1.013215071
699,0,26/09/2011,Crossbreed,0,21/03/2012,5.82,Early,0,0,0,0,0,0,,,,0,26/11/2015,3.9,1,0,0,1.037844653
699,0,26/09/2011,Crossbreed,0,21/03/2012,5.82,Early,0,0,0,0,0,0,,,,0,26/11/2015,3.9,2,0,0,1.037844653
699,0,26/09/2011,Crossbreed,0,21/03/2012,5.82,Early,0,0,0,0,0,0,,,,0,26/11/2015,3.9,3,,1,1.037844653
699,0,26/09/2011,Crossbreed,0,21/03/2012,5.82,Early,0,0,0,0,0,0,,,,0,26/11/2015,3.9,4,,1,1.037844653
750,0,11/07/2012,Shih-tzu,0,04/01/2013,5.82,Early,0,0,0,0,0,0,,,,0,01/07/2020,7.7,1,0,0,1.183267333
750,0,11/07/2012,Shih-tzu,0,04/01/2013,5.82,Early,0,0,0,0,0,0,,,,0,01/07/2020,7.7,2,0,0,1.183267333
750,0,11/07/2012,Shih-tzu,0,04/01/2013,5.82,Early,0,0,0,0,0,0,,,,0,01/07/2020,7.7,3,0,0,1.183267333
750,0,11/07/2012,Shih-tzu,0,04/01/2013,5.82,Early,0,0,0,0,0,0,,,,0,01/07/2020,7.7,4,0,0,1.183267333
847,0,24/06/2012,German Shepherd Dog,0,18/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,29/11/2022,8.2,1,0,0,0.977035841
847,0,24/06/2012,German Shepherd Dog,0,18/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,29/11/2022,8.2,2,0,0,0.977035841
847,0,24/06/2012,German Shepherd Dog,0,18/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,29/11/2022,8.2,3,0,0,0.977035841
847,0,24/06/2012,German Shepherd Dog,0,18/12/2012,5.82,Early,0,0,0,0,0,0,,,,0,29/11/2022,8.2,4,0,0,0.977035841
372,0,01/12/2010,Cocker Spaniel,0,27/05/2011,5.82,Early,0,0,0,0,0,0,02/01/2014,3.1,951,1,,2.8,1,0,0,1
372,0,01/12/2010,Cocker Spaniel,0,27/05/2011,5.82,Early,0,0,0,0,0,0,02/01/2014,3.1,951,1,,2.8,2,1,,1
372,0,01/12/2010,Cocker Spaniel,0,27/05/2011,5.82,Early,0,0,0,0,0,0,02/01/2014,3.1,951,1,,2.8,3,,1,1
372,0,01/12/2010,Cocker Spaniel,0,27/05/2011,5.82,Early,0,0,0,0,0,0,02/01/2014,3.1,951,1,,2.8,4,,1,1
298,0,01/05/2010,English Springer Spaniel,0,25/10/2010,5.82,Early,0,0,0,0,0,0,,,,0,17/11/2020,8.2,1,0,0,0.893876746
298,0,01/05/2010,English Springer Spaniel,0,25/10/2010,5.82,Early,0,0,0,0,0,0,,,,0,17/11/2020,8.2,2,0,0,0.893876746
298,0,01/05/2010,English Springer Spaniel,0,25/10/2010,5.82,Early,0,0,0,0,0,0,,,,0,17/11/2020,8.2,3,0,0,0.893876746
298,0,01/05/2010,English Springer Spaniel,0,25/10/2010,5.82,Early,0,0,0,0,0,0,,,,0,17/11/2020,8.2,4,0,0,0.893876746
748,0,16/01/2012,West Highland White Terrier,1,11/07/2012,5.82,Early,0,0,0,0,0,0,,,,0,02/03/2020,7.9,1,0,0,0.769225647
748,0,16/01/2012,West Highland White Terrier,1,11/07/2012,5.82,Early,0,0,0,0,0,0,,,,0,02/03/2020,7.9,2,0,0,0.769225647
748,0,16/01/2012,West Highland White Terrier,1,11/07/2012,5.82,Early,0,0,0,0,0,0,,,,0,02/03/2020,7.9,3,0,0,0.769225647
748,0,16/01/2012,West Highland White Terrier,1,11/07/2012,5.82,Early,0,0,0,0,0,0,,,,0,02/03/2020,7.9,4,0,0,0.769225647
862,4,31/01/2011,Border Collie,1,27/07/2011,5.82,Early,0,0,0,0,0,0,,,,0,18/05/2023,8.2,1,0,0,0.820660868
862,4,31/01/2011,Border Collie,1,27/07/2011,5.82,Early,0,0,0,0,0,0,,,,0,18/05/2023,8.2,2,0,0,0.820660868
862,4,31/01/2011,Border Collie,1,27/07/2011,5.82,Early,0,0,0,0,0,0,,,,0,18/05/2023,8.2,3,0,0,0.820660868
862,4,31/01/2011,Border Collie,1,27/07/2011,5.82,Early,0,0,0,0,0,0,,,,0,18/05/2023,8.2,4,0,0,0.820660868
125,4,16/10/2011,Crossbreed,1,10/04/2012,5.82,Early,0,0,0,0,0,0,19/08/2014,2.8,861,1,,2.6,1,0,0,1
125,4,16/10/2011,Crossbreed,1,10/04/2012,5.82,Early,0,0,0,0,0,0,19/08/2014,2.8,861,1,,2.6,2,1,,1
125,4,16/10/2011,Crossbreed,1,10/04/2012,5.82,Early,0,0,0,0,0,0,19/08/2014,2.8,861,1,,2.6,3,,1,1
125,4,16/10/2011,Crossbreed,1,10/04/2012,5.82,Early,0,0,0,0,0,0,19/08/2014,2.8,861,1,,2.6,4,,1,1
800,4,18/05/2011,Crossbreed,1,11/11/2011,5.82,Early,0,0,0,0,0,0,23/07/2013,2.2,620,1,,1.9,1,1,0,1
800,4,18/05/2011,Crossbreed,1,11/11/2011,5.82,Early,0,0,0,0,0,0,23/07/2013,2.2,620,1,,1.9,2,,1,1
800,4,18/05/2011,Crossbreed,1,11/11/2011,5.82,Early,0,0,0,0,0,0,23/07/2013,2.2,620,1,,1.9,3,,1,1
800,4,18/05/2011,Crossbreed,1,11/11/2011,5.82,Early,0,0,0,0,0,0,23/07/2013,2.2,620,1,,1.9,4,,1,1
168,3,01/05/2012,Golden Retriever,1,25/10/2012,5.82,Early,0,0,0,0,0,0,02/01/2018,5.7,1895,1,,5.4,1,0,0,0.916200382
168,3,01/05/2012,Golden Retriever,1,25/10/2012,5.82,Early,0,0,0,0,0,0,02/01/2018,5.7,1895,1,,5.4,2,0,0,0.916200382
168,3,01/05/2012,Golden Retriever,1,25/10/2012,5.82,Early,0,0,0,0,0,0,02/01/2018,5.7,1895,1,,5.4,3,1,,0.916200382
168,3,01/05/2012,Golden Retriever,1,25/10/2012,5.82,Early,0,0,0,0,0,0,02/01/2018,5.7,1895,1,,5.4,4,,1,0.916200382
233,3,24/11/2012,Crossbreed,0,20/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,02/02/2015,1.9,1,0,0,1.021413119
233,3,24/11/2012,Crossbreed,0,20/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,02/02/2015,1.9,2,,1,1.021413119
233,3,24/11/2012,Crossbreed,0,20/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,02/02/2015,1.9,3,,1,1.021413119
233,3,24/11/2012,Crossbreed,0,20/05/2013,5.82,Early,0,0,0,0,0,0,,,,0,02/02/2015,1.9,4,,1,1.021413119
611,3,12/09/2012,Crossbreed,1,08/03/2013,5.82,Early,0,0,0,0,0,0,12/11/2013,1.2,249,1,,0.9,1,1,0,1
611,3,12/09/2012,Crossbreed,1,08/03/2013,5.82,Early,0,0,0,0,0,0,12/11/2013,1.2,249,1,,0.9,2,,1,1
611,3,12/09/2012,Crossbreed,1,08/03/2013,5.82,Early,0,0,0,0,0,0,12/11/2013,1.2,249,1,,0.9,3,,1,1
611,3,12/09/2012,Crossbreed,1,08/03/2013,5.82,Early,0,0,0,0,0,0,12/11/2013,1.2,249,1,,0.9,4,,1,1
636,2,29/08/2010,Crossbreed,0,23/02/2011,5.86,Early,0,0,0,0,0,0,,,,0,25/03/2023,8.2,1,0,0,1.297174158
636,2,29/08/2010,Crossbreed,0,23/02/2011,5.86,Early,0,0,0,0,0,0,,,,0,25/03/2023,8.2,2,0,0,1.297174158
636,2,29/08/2010,Crossbreed,0,23/02/2011,5.86,Early,0,0,0,0,0,0,,,,0,25/03/2023,8.2,3,0,0,1.297174158
636,2,29/08/2010,Crossbreed,0,23/02/2011,5.86,Early,0,0,0,0,0,0,,,,0,25/03/2023,8.2,4,0,0,1.297174158
104,0,16/12/2012,Cockapoo,0,12/06/2013,5.86,Early,0,0,0,0,0,0,20/07/2015,2.6,768,1,,2.3,1,0,0,1
104,0,16/12/2012,Cockapoo,0,12/06/2013,5.86,Early,0,0,0,0,0,0,20/07/2015,2.6,768,1,,2.3,2,1,,1
104,0,16/12/2012,Cockapoo,0,12/06/2013,5.86,Early,0,0,0,0,0,0,20/07/2015,2.6,768,1,,2.3,3,,1,1
104,0,16/12/2012,Cockapoo,0,12/06/2013,5.86,Early,0,0,0,0,0,0,20/07/2015,2.6,768,1,,2.3,4,,1,1
179,0,27/03/2011,Crossbreed,0,21/09/2011,5.86,Early,0,0,0,0,0,0,,,,0,23/02/2023,8.2,1,0,0,1.014129436
179,0,27/03/2011,Crossbreed,0,21/09/2011,5.86,Early,0,0,0,0,0,0,,,,0,23/02/2023,8.2,2,0,0,1.014129436
179,0,27/03/2011,Crossbreed,0,21/09/2011,5.86,Early,0,0,0,0,0,0,,,,0,23/02/2023,8.2,3,0,0,1.014129436
179,0,27/03/2011,Crossbreed,0,21/09/2011,5.86,Early,0,0,0,0,0,0,,,,0,23/02/2023,8.2,4,0,0,1.014129436
1,0,29/05/2011,Yorkshire Terrier,0,23/11/2011,5.86,Early,0,0,0,0,0,0,,,,0,11/08/2014,3,1,0,0,1.14520739
1,0,29/05/2011,Yorkshire Terrier,0,23/11/2011,5.86,Early,0,0,0,0,0,0,,,,0,11/08/2014,3,2,0,0,1.14520739
1,0,29/05/2011,Yorkshire Terrier,0,23/11/2011,5.86,Early,0,0,0,0,0,0,,,,0,11/08/2014,3,3,,1,1.14520739
1,0,29/05/2011,Yorkshire Terrier,0,23/11/2011,5.86,Early,0,0,0,0,0,0,,,,0,11/08/2014,3,4,,1,1.14520739
382,0,27/08/2012,Crossbreed,0,21/02/2013,5.86,Early,0,0,0,0,0,0,,,,0,24/04/2023,8.2,1,0,0,1.014129436
382,0,27/08/2012,Crossbreed,0,21/02/2013,5.86,Early,0,0,0,0,0,0,,,,0,24/04/2023,8.2,2,0,0,1.014129436
382,0,27/08/2012,Crossbreed,0,21/02/2013,5.86,Early,0,0,0,0,0,0,,,,0,24/04/2023,8.2,3,0,0,1.014129436
382,0,27/08/2012,Crossbreed,0,21/02/2013,5.86,Early,0,0,0,0,0,0,,,,0,24/04/2023,8.2,4,0,0,1.014129436
954,0,21/06/2011,Crossbreed,0,16/12/2011,5.86,Early,0,0,0,0,0,0,27/02/2012,0.7,73,1,,0.4,1,1,0,1
954,0,21/06/2011,Crossbreed,0,16/12/2011,5.86,Early,0,0,0,0,0,0,27/02/2012,0.7,73,1,,0.4,2,,1,1
954,0,21/06/2011,Crossbreed,0,16/12/2011,5.86,Early,0,0,0,0,0,0,27/02/2012,0.7,73,1,,0.4,3,,1,1
954,0,21/06/2011,Crossbreed,0,16/12/2011,5.86,Early,0,0,0,0,0,0,27/02/2012,0.7,73,1,,0.4,4,,1,1
386,0,06/08/2010,Crossbreed,0,31/01/2011,5.86,Early,0,0,0,0,0,0,,,,0,20/01/2023,8.2,1,0,0,1.014129436
386,0,06/08/2010,Crossbreed,0,31/01/2011,5.86,Early,0,0,0,0,0,0,,,,0,20/01/2023,8.2,2,0,0,1.014129436
386,0,06/08/2010,Crossbreed,0,31/01/2011,5.86,Early,0,0,0,0,0,0,,,,0,20/01/2023,8.2,3,0,0,1.014129436
386,0,06/08/2010,Crossbreed,0,31/01/2011,5.86,Early,0,0,0,0,0,0,,,,0,20/01/2023,8.2,4,0,0,1.014129436
145,4,08/12/2012,Staffordshire Bull Terrier,1,04/06/2013,5.86,Early,0,1,1,0,0,0,,,,0,12/11/2021,8.2,1,0,0,0.880795194
145,4,08/12/2012,Staffordshire Bull Terrier,1,04/06/2013,5.86,Early,0,1,1,0,0,0,,,,0,12/11/2021,8.2,2,0,0,0.880795194
145,4,08/12/2012,Staffordshire Bull Terrier,1,04/06/2013,5.86,Early,0,1,1,0,0,0,,,,0,12/11/2021,8.2,3,0,0,0.880795194
145,4,08/12/2012,Staffordshire Bull Terrier,1,04/06/2013,5.86,Early,0,1,1,0,0,0,,,,0,12/11/2021,8.2,4,0,0,0.880795194
406,2,06/09/2012,Staffordshire Bull Terrier,0,04/03/2013,5.89,Early,0,1,1,0,0,0,,,,0,12/09/2013,0.8,1,0,0,1.318074024
406,2,06/09/2012,Staffordshire Bull Terrier,0,04/03/2013,5.89,Early,0,1,1,0,0,0,,,,0,12/09/2013,0.8,2,,1,1.318074024
406,2,06/09/2012,Staffordshire Bull Terrier,0,04/03/2013,5.89,Early,0,1,1,0,0,0,,,,0,12/09/2013,0.8,3,,1,1.318074024
406,2,06/09/2012,Staffordshire Bull Terrier,0,04/03/2013,5.89,Early,0,1,1,0,0,0,,,,0,12/09/2013,0.8,4,,1,1.318074024
13,0,10/09/2011,Crossbreed,1,07/03/2012,5.89,Early,0,0,0,0,0,0,11/08/2018,6.9,2348,1,,6.7,1,0,0,0.814122089
13,0,10/09/2011,Crossbreed,1,07/03/2012,5.89,Early,0,0,0,0,0,0,11/08/2018,6.9,2348,1,,6.7,2,0,0,0.814122089
13,0,10/09/2011,Crossbreed,1,07/03/2012,5.89,Early,0,0,0,0,0,0,11/08/2018,6.9,2348,1,,6.7,3,0,0,0.814122089
13,0,10/09/2011,Crossbreed,1,07/03/2012,5.89,Early,0,0,0,0,0,0,11/08/2018,6.9,2348,1,,6.7,4,1,,0.814122089
447,0,11/09/2010,English Springer Spaniel,0,09/03/2011,5.89,Early,0,0,0,0,0,0,,,,0,26/11/2020,8.2,1,0,0,0.863472775
447,0,11/09/2010,English Springer Spaniel,0,09/03/2011,5.89,Early,0,0,0,0,0,0,,,,0,26/11/2020,8.2,2,0,0,0.863472775
447,0,11/09/2010,English Springer Spaniel,0,09/03/2011,5.89,Early,0,0,0,0,0,0,,,,0,26/11/2020,8.2,3,0,0,0.863472775
447,0,11/09/2010,English Springer Spaniel,0,09/03/2011,5.89,Early,0,0,0,0,0,0,,,,0,26/11/2020,8.2,4,0,0,0.863472775
341,0,28/01/2011,Crossbreed,0,26/07/2011,5.89,Early,0,0,0,0,0,0,,,,0,24/02/2015,3.8,1,0,0,1.037844653
341,0,28/01/2011,Crossbreed,0,26/07/2011,5.89,Early,0,0,0,0,0,0,,,,0,24/02/2015,3.8,2,0,0,1.037844653
341,0,28/01/2011,Crossbreed,0,26/07/2011,5.89,Early,0,0,0,0,0,0,,,,0,24/02/2015,3.8,3,,1,1.037844653
341,0,28/01/2011,Crossbreed,0,26/07/2011,5.89,Early,0,0,0,0,0,0,,,,0,24/02/2015,3.8,4,,1,1.037844653
333,0,06/08/2011,West Highland White Terrier,0,01/02/2012,5.89,Early,0,0,0,0,0,0,28/03/2015,3.6,1151,1,,3.4,1,0,0,1
333,0,06/08/2011,West Highland White Terrier,0,01/02/2012,5.89,Early,0,0,0,0,0,0,28/03/2015,3.6,1151,1,,3.4,2,1,,1
333,0,06/08/2011,West Highland White Terrier,0,01/02/2012,5.89,Early,0,0,0,0,0,0,28/03/2015,3.6,1151,1,,3.4,3,,1,1
333,0,06/08/2011,West Highland White Terrier,0,01/02/2012,5.89,Early,0,0,0,0,0,0,28/03/2015,3.6,1151,1,,3.4,4,,1,1
241,0,10/09/2011,West Highland White Terrier,0,07/03/2012,5.89,Early,0,0,0,0,0,0,,,,0,25/01/2023,8.2,1,0,0,1.008238691
241,0,10/09/2011,West Highland White Terrier,0,07/03/2012,5.89,Early,0,0,0,0,0,0,,,,0,25/01/2023,8.2,2,0,0,1.008238691
241,0,10/09/2011,West Highland White Terrier,0,07/03/2012,5.89,Early,0,0,0,0,0,0,,,,0,25/01/2023,8.2,3,0,0,1.008238691
241,0,10/09/2011,West Highland White Terrier,0,07/03/2012,5.89,Early,0,0,0,0,0,0,,,,0,25/01/2023,8.2,4,0,0,1.008238691
237,4,17/09/2010,Crossbreed,1,15/03/2011,5.89,Early,0,0,0,0,0,0,02/10/2013,3,932,1,,2.8,1,0,0,1
237,4,17/09/2010,Crossbreed,1,15/03/2011,5.89,Early,0,0,0,0,0,0,02/10/2013,3,932,1,,2.8,2,1,,1
237,4,17/09/2010,Crossbreed,1,15/03/2011,5.89,Early,0,0,0,0,0,0,02/10/2013,3,932,1,,2.8,3,,1,1
237,4,17/09/2010,Crossbreed,1,15/03/2011,5.89,Early,0,0,0,0,0,0,02/10/2013,3,932,1,,2.8,4,,1,1
380,4,10/02/2011,Labrador Retriever,1,08/08/2011,5.89,Early,0,0,0,0,0,0,23/11/2011,0.8,107,1,,0.5,1,1,0,1
380,4,10/02/2011,Labrador Retriever,1,08/08/2011,5.89,Early,0,0,0,0,0,0,23/11/2011,0.8,107,1,,0.5,2,,1,1
380,4,10/02/2011,Labrador Retriever,1,08/08/2011,5.89,Early,0,0,0,0,0,0,23/11/2011,0.8,107,1,,0.5,3,,1,1
380,4,10/02/2011,Labrador Retriever,1,08/08/2011,5.89,Early,0,0,0,0,0,0,23/11/2011,0.8,107,1,,0.5,4,,1,1
601,3,14/07/2012,Dachshund,0,09/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,12/09/2022,8.2,1,0,0,1.115984796
601,3,14/07/2012,Dachshund,0,09/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,12/09/2022,8.2,2,0,0,1.115984796
601,3,14/07/2012,Dachshund,0,09/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,12/09/2022,8.2,3,0,0,1.115984796
601,3,14/07/2012,Dachshund,0,09/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,12/09/2022,8.2,4,0,0,1.115984796
307,3,05/08/2012,Border Collie,1,31/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,06/06/2023,8.2,1,0,0,0.750076612
307,3,05/08/2012,Border Collie,1,31/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,06/06/2023,8.2,2,0,0,0.750076612
307,3,05/08/2012,Border Collie,1,31/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,06/06/2023,8.2,3,0,0,0.750076612
307,3,05/08/2012,Border Collie,1,31/01/2013,5.89,Early,0,0,0,0,0,0,,,,0,06/06/2023,8.2,4,0,0,0.750076612
526,3,18/11/2012,Crossbreed,1,16/05/2013,5.89,Early,0,0,0,0,0,0,,,,0,21/06/2023,8.2,1,0,0,0.761887062
526,3,18/11/2012,Crossbreed,1,16/05/2013,5.89,Early,0,0,0,0,0,0,,,,0,21/06/2023,8.2,2,0,0,0.761887062
526,3,18/11/2012,Crossbreed,1,16/05/2013,5.89,Early,0,0,0,0,0,0,,,,0,21/06/2023,8.2,3,0,0,0.761887062
526,3,18/11/2012,Crossbreed,1,16/05/2013,5.89,Early,0,0,0,0,0,0,,,,0,21/06/2023,8.2,4,0,0,0.761887062
24,0,28/01/2011,Crossbreed,0,27/07/2011,5.92,Early,0,0,0,0,0,0,25/03/2016,5.2,1703,1,,4.9,1,0,0,1.006332429
24,0,28/01/2011,Crossbreed,0,27/07/2011,5.92,Early,0,0,0,0,0,0,25/03/2016,5.2,1703,1,,4.9,2,0,0,1.006332429
24,0,28/01/2011,Crossbreed,0,27/07/2011,5.92,Early,0,0,0,0,0,0,25/03/2016,5.2,1703,1,,4.9,3,1,,1.006332429
24,0,28/01/2011,Crossbreed,0,27/07/2011,5.92,Early,0,0,0,0,0,0,25/03/2016,5.2,1703,1,,4.9,4,,1,1.006332429
571,0,05/08/2011,Labradoodle,0,01/02/2012,5.92,Early,0,0,0,0,0,0,,,,0,20/11/2013,2.1,1,0,0,1.030233567
571,0,05/08/2011,Labradoodle,0,01/02/2012,5.92,Early,0,0,0,0,0,0,,,,0,20/11/2013,2.1,2,,1,1.030233567
571,0,05/08/2011,Labradoodle,0,01/02/2012,5.92,Early,0,0,0,0,0,0,,,,0,20/11/2013,2.1,3,,1,1.030233567
571,0,05/08/2011,Labradoodle,0,01/02/2012,5.92,Early,0,0,0,0,0,0,,,,0,20/11/2013,2.1,4,,1,1.030233567
843,0,26/09/2012,Purebreed - Other,0,25/03/2013,5.92,Early,0,0,0,0,0,0,15/10/2014,2.1,569,1,,1.8,1,1,0,1
843,0,26/09/2012,Purebreed - Other,0,25/03/2013,5.92,Early,0,0,0,0,0,0,15/10/2014,2.1,569,1,,1.8,2,,1,1
843,0,26/09/2012,Purebreed - Other,0,25/03/2013,5.92,Early,0,0,0,0,0,0,15/10/2014,2.1,569,1,,1.8,3,,1,1
843,0,26/09/2012,Purebreed - Other,0,25/03/2013,5.92,Early,0,0,0,0,0,0,15/10/2014,2.1,569,1,,1.8,4,,1,1
258,0,12/12/2012,Purebreed - Other,0,10/06/2013,5.92,Early,0,0,0,0,0,0,02/07/2014,1.6,387,1,,1.3,1,1,0,1
258,0,12/12/2012,Purebreed - Other,0,10/06/2013,5.92,Early,0,0,0,0,0,0,02/07/2014,1.6,387,1,,1.3,2,,1,1
258,0,12/12/2012,Purebreed - Other,0,10/06/2013,5.92,Early,0,0,0,0,0,0,02/07/2014,1.6,387,1,,1.3,3,,1,1
258,0,12/12/2012,Purebreed - Other,0,10/06/2013,5.92,Early,0,0,0,0,0,0,02/07/2014,1.6,387,1,,1.3,4,,1,1
869,0,08/11/2012,Siberian Husky,0,07/05/2013,5.92,Early,0,0,0,0,0,0,07/07/2014,1.7,426,1,,1.4,1,1,0,1
869,0,08/11/2012,Siberian Husky,0,07/05/2013,5.92,Early,0,0,0,0,0,0,07/07/2014,1.7,426,1,,1.4,2,,1,1
869,0,08/11/2012,Siberian Husky,0,07/05/2013,5.92,Early,0,0,0,0,0,0,07/07/2014,1.7,426,1,,1.4,3,,1,1
869,0,08/11/2012,Siberian Husky,0,07/05/2013,5.92,Early,0,0,0,0,0,0,07/07/2014,1.7,426,1,,1.4,4,,1,1
84,3,01/10/2011,Chihuahua,0,29/03/2012,5.92,Early,0,0,0,0,0,0,,,,0,21/02/2022,8.2,1,0,0,1.115984796
84,3,01/10/2011,Chihuahua,0,29/03/2012,5.92,Early,0,0,0,0,0,0,,,,0,21/02/2022,8.2,2,0,0,1.115984796
84,3,01/10/2011,Chihuahua,0,29/03/2012,5.92,Early,0,0,0,0,0,0,,,,0,21/02/2022,8.2,3,0,0,1.115984796
84,3,01/10/2011,Chihuahua,0,29/03/2012,5.92,Early,0,0,0,0,0,0,,,,0,21/02/2022,8.2,4,0,0,1.115984796
627,3,24/03/2012,Labrador Retriever,1,20/09/2012,5.92,Early,0,0,0,0,0,0,13/02/2015,2.9,876,1,,2.6,1,0,0,1
627,3,24/03/2012,Labrador Retriever,1,20/09/2012,5.92,Early,0,0,0,0,0,0,13/02/2015,2.9,876,1,,2.6,2,1,,1
627,3,24/03/2012,Labrador Retriever,1,20/09/2012,5.92,Early,0,0,0,0,0,0,13/02/2015,2.9,876,1,,2.6,3,,1,1
627,3,24/03/2012,Labrador Retriever,1,20/09/2012,5.92,Early,0,0,0,0,0,0,13/02/2015,2.9,876,1,,2.6,4,,1,1
266,3,14/09/2011,Miniature Schnauzer,1,12/03/2012,5.92,Early,0,0,0,0,0,0,21/06/2016,4.8,1562,1,,4.5,1,0,0,0.916200382
266,3,14/09/2011,Miniature Schnauzer,1,12/03/2012,5.92,Early,0,0,0,0,0,0,21/06/2016,4.8,1562,1,,4.5,2,0,0,0.916200382
