PatientID,DataSiloName,BirthDate,Sex_Status ,Neuter_Status ,VetCompassBreed_Cleaned,Bodyweight (kg),Bodyweight (kg) (excluding missing),Bodyweight (kg)_missing,Insurance status,Insurance status_01,Overweight/obese,Overweight/obese_exclude missing,Overweight/obese_missing,Date of CCL rupture diagnosis,Age at diagnosis (years),Management of CCL rupture,Surgical Method,Change in Assignment ,Management of CCL rupture_01,Orthopaedic comorbidity at diagnosis collapsed,Number of non-orthopaedic comorbidities at diagnosis_grouped,Date of surgery,Lameness_binary_3mo,Lameness_3mo_cens,Lameness_3mo_missing,Lameness_binary_12mo,Lameness_12mo_cens,Lameness_12mo_missing,Analgesia_at_3mo,Analgesia_at_3mo_cens,Analgesia_at_6mo,Analgesia_at_6mo_cens,Analgesia_at_12mo,Analgesia_at_12mo_cens,Subsequent contralateral CCL rupture,Date of subsequent rupture,Did the dog die,Date of death,Method of death,Date of final EPR,Date of final follow up,Follow_up_time
98123,A,12/02/2009 00:00,Female,Neutered,Patterdale Terrier,9,9,0,Insured,1,Overweight/obese,Overweight/obese,1,22/03/2019 00:00,10.1,NonSurgical,,0,0,No recorded comorbidity ,1,,1,0,0,,1,1,0,0,0,0,,1,No,,Yes,14/11/2019 00:00,Euthanasia,14/11/2019 00:00,14/11/2019 00:00,7.8
95993,B,19/05/2012 00:00,Male,Neutered,Lhasa Apso,9.7,9.7,0,Insured,1,Overweight/obese,Overweight/obese,1,07/01/2019 00:00,6.64,Surgical,TPLO,0,1,No recorded comorbidity ,0,23/01/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,Yes,02/09/2019 00:00,No,,,28/12/2019 00:00,02/09/2019 00:00,7.8
51848,B,03/03/2018 00:00,Male,Entire,Staffordshire Bull Terrier,21.5,21.5,0,Insured,1,Not recorded,,0,11/12/2019 00:00,1.77,Surgical,TPLO,0,1,No recorded comorbidity ,0,03/01/2020 00:00,1,0,0,0,0,0,0,0,0,0,,1,No,,No,,,06/08/2020 00:00,06/08/2020 00:00,7.9
26789,C,14/04/2012 00:00,Female,Neutered,Crossbreed,15.7,15.7,0,Insured,1,Not recorded,,0,04/11/2019 00:00,7.56,Surgical,TPLO,0,1,Osteoarthritis,0,20/11/2019 00:00,1,0,0,,1,0,0,0,0,0,,1,Yes,30/06/2020 00:00,No,,,05/12/2020 00:00,30/06/2020 00:00,7.9
19648,A,15/06/2011 00:00,Female,Neutered,Hungarian Vizsla,26.85,26.85,0,Insured,1,Not recorded,,0,04/07/2019 00:00,8.05,Surgical,Lateral Suture,0,1,Other,0,16/07/2019 00:00,1,0,0,1,0,0,0,0,0,0,,1,No,,No,,,28/02/2020 00:00,28/02/2020 00:00,7.9
96236,B,01/10/2011 00:00,Female,Neutered,Labrador Retriever,27.1,27.1,0,Insured,1,Not recorded,,0,30/10/2019 00:00,8.08,Surgical,TPLO,0,1,No recorded comorbidity ,0,12/11/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,26/06/2020 00:00,26/06/2020 00:00,7.9
66224,B,09/01/2008 00:00,Female,Neutered,Jack Russell Terrier,10,10,0,NotInsured,0,Overweight/obese,Overweight/obese,1,24/07/2019 00:00,11.54,NonSurgical,,0,0,Osteoarthritis,0,,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,21/03/2020 00:00,21/03/2020 00:00,7.9
34868,B,24/04/2007 00:00,Female,Neutered,Jack Russell Terrier,7.2,7.2,0,NotInsured,0,Not recorded,,0,19/02/2019 00:00,11.82,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,1,0,0,1,0,1,0,,1,No,,No,,,19/10/2019 00:00,19/10/2019 00:00,8
31983,B,18/11/2013 00:00,Male,Neutered,Labrador Retriever,38.8,38.8,0,NotInsured,0,Overweight/obese,Overweight/obese,1,07/11/2019 00:00,5.97,Surgical,Not recorded,0,1,No recorded comorbidity ,0,07/11/2019 00:00,1,0,0,0,0,0,1,0,0,0,,1,No,,No,,,09/07/2020 00:00,09/07/2020 00:00,8.1
87255,B,26/04/2010 00:00,Female,Entire,Crossbreed,6.21,6.21,0,Insured,1,Not recorded,,0,19/12/2019 00:00,9.65,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,0,0,0,1,0,0,0,,1,No,,No,,,21/08/2020 00:00,21/08/2020 00:00,8.1
68385,B,04/10/2009 00:00,Female,Neutered,Crossbreed,19.75,19.75,0,Insured,1,Overweight/obese,Overweight/obese,1,09/07/2019,9.76,Surgical,TPLO,0,1,Osteoarthritis,0,17/07/2019 00:00,1,0,0,0,0,0,1,0,0,0,,1,No,,No,,,12/03/2020 00:00,12/03/2020 00:00,8.1
66823,B,13/10/2017 00:00,Male,Entire,Border Collie,18.1,18.1,0,Insured,1,Not recorded,,0,12/11/2019 00:00,2.08,Surgical,TTA,0,1,Osteoarthritis,0,21/11/2019 00:00,1,0,0,,1,1,1,0,1,0,,1,No,,No,,,17/07/2020 00:00,17/07/2020 00:00,8.2
42540,D,11/05/2011 00:00,Male,Neutered,Cockapoo,-100,,1,Insured,1,Not recorded,,0,11/05/2019 00:00,8,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,13/05/2019 00:00,1,0,0,0,0,0,0,0,0,0,,1,Yes,15/01/2020 00:00,No,,,06/09/2021 00:00,15/01/2020 00:00,8.2
1754,A,19/03/2016 00:00,Male,Neutered,Crossbreed,23,23,0,Insured,1,Not recorded,,0,20/03/2019 00:00,3,Surgical,TTA,0,1,Patellar luxation,0,20/03/2019 00:00,1,0,0,,1,1,0,0,0,0,,1,Yes,25/11/2019 00:00,No,,,23/12/2019 00:00,25/11/2019 00:00,8.2
98695,B,25/09/2014 00:00,Female,Entire,Yorkshire Terrier,3.2,3.2,0,NotInsured,0,Not recorded,,0,06/12/2019 00:00,5.2,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,,1,1,0,0,0,0,,1,No,,No,,,12/08/2020 00:00,12/08/2020 00:00,8.2
54684,A,06/06/2009 00:00,Male,Neutered,Jack Russell Terrier,13.15,13.15,0,Insured,1,Not recorded,,0,19/09/2019 00:00,10.29,Surgical,TPLO,0,1,No recorded comorbidity ,0,30/09/2019 00:00,0,0,0,,1,0,1,0,1,0,,1,Yes,26/05/2020 00:00,No,,,15/07/2021 00:00,26/05/2020 00:00,8.2
1762,D,28/03/2015 00:00,Female,Neutered,Golden Retriever,33.5,33.5,0,Insured,1,Not recorded,,0,02/07/2019 00:00,4.26,Surgical,TTA,0,1,Osteoarthritis,0,16/07/2019 00:00,1,0,0,1,0,0,1,0,1,0,,1,No,,No,,,09/03/2020 00:00,09/03/2020 00:00,8.3
91500,B,25/12/2010 00:00,Female,Neutered,Crossbreed,12.02,12.02,0,Insured,1,Overweight/obese,Overweight/obese,1,26/09/2019 00:00,8.75,Surgical,CCWO,0,1,No recorded comorbidity ,0,14/10/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,04/06/2020 00:00,04/06/2020 00:00,8.3
46107,C,13/09/2013 00:00,Female,Entire,Chinese Shar-Pei,25.55,25.55,0,NotInsured,0,Not recorded,,0,04/09/2019 00:00,5.97,Surgical,Not recorded,0,1,No recorded comorbidity ,0,18/09/2019 00:00,,1,1,1,0,0,0,0,0,0,,1,No,,No,,,14/05/2020 00:00,14/05/2020 00:00,8.3
47831,B,09/10/2012 00:00,Male,Neutered,Staffordshire Bull Terrier,20,20,0,NotInsured,0,Not recorded,,0,17/05/2019 00:00,6.6,Surgical,TPLO,0,1,Osteoarthritis,0,04/06/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,25/01/2020 00:00,25/01/2020 00:00,8.3
41749,D,01/09/2010 00:00,Female,Neutered,Crossbreed,15.75,15.75,0,Insured,1,Not recorded,,0,22/01/2019 00:00,8.39,Surgical,Lateral Suture,0,1,Osteoarthritis,0,25/01/2019 00:00,1,0,0,0,0,0,0,0,0,0,,1,Yes,02/10/2019 00:00,No,,,26/11/2019 00:00,02/10/2019 00:00,8.3
6128,B,18/01/2010 00:00,Female,Neutered,English Springer Spaniel,16.95,16.95,0,NotInsured,0,Not recorded,,0,17/12/2019 00:00,9.91,NonSurgical,,0,0,Osteoarthritis,1,,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,27/08/2020 00:00,27/08/2020 00:00,8.4
24505,B,08/12/2009 00:00,Male,Neutered,Lhasa Apso,10.6,10.6,0,Insured,1,Not recorded,,0,09/12/2019 00:00,10,Surgical,TPLO,0,1,Osteoarthritis,0,09/12/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,20/08/2020 00:00,20/08/2020 00:00,8.4
77360,A,14/03/2016 00:00,Male,Neutered,Spaniel,23,23,0,NotInsured,0,Overweight/obese,Overweight/obese,1,14/03/2019 00:00,3,Surgical,Not recorded,0,1,Patellar luxation,0,20/03/2019 00:00,1,0,0,,1,0,0,0,0,0,,1,Yes,25/11/2019 00:00,No,,,28/07/2021 00:00,25/11/2019 00:00,8.4
24135,C,10/12/2009 00:00,Male,Entire,Jack Russell Terrier,6.1,6.1,0,Insured,1,Not recorded,,0,03/10/2019 00:00,9.81,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,03/10/2019 00:00,,1,1,,1,1,0,0,0,0,,1,No,,Yes,17/06/2020 00:00,Euthanasia,17/06/2020 00:00,17/06/2020 00:00,8.5
75208,C,11/01/2016 00:00,Male,Entire,Dutch Shepherd Dog,40.1,40.1,0,NotInsured,0,Not recorded,,0,11/01/2019 00:00,3,Surgical,TPLO,0,1,No recorded comorbidity ,0,11/01/2019 00:00,0,0,0,,1,1,0,0,0,0,,1,No,,No,,,27/09/2019 00:00,27/09/2019 00:00,8.5
33175,D,18/03/2011 00:00,Male,Neutered,Basset Hound,-100,,1,Insured,1,Overweight/obese,Overweight/obese,1,31/01/2019 00:00,7.87,NonSurgical,,0,0,Other,1,,1,0,0,,1,1,1,0,1,0,,1,No,,No,,,17/10/2019 00:00,17/10/2019 00:00,8.5
2722,C,18/04/2013 00:00,Male,Neutered,Golden Retriever,39.525,39.525,0,Insured,1,Overweight/obese,Overweight/obese,1,29/04/2019 00:00,6.03,Surgical,TTA,0,1,Osteoarthritis,0,21/05/2019 00:00,0,0,0,,1,0,0,0,0,0,,1,Yes,16/01/2020 00:00,No,,,20/10/2020 00:00,16/01/2020 00:00,8.6
38138,B,19/03/2011 00:00,Female,Neutered,Crossbreed,24,24,0,Insured,1,Not recorded,,0,03/05/2019 00:00,8.12,Surgical,TPLO,0,1,No recorded comorbidity ,0,20/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,20/01/2020 00:00,20/01/2020 00:00,8.6
9720,B,04/07/2013 00:00,Female,Neutered,Crossbreed,11.6,11.6,0,NotInsured,0,Overweight/obese,Overweight/obese,1,15/10/2019 00:00,6.28,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,22/10/2019 00:00,1,0,0,,1,1,0,0,0,0,,1,No,,No,,,04/07/2020 00:00,04/07/2020 00:00,8.7
97401,B,24/10/2012 00:00,Female,Entire,Rottweiler,48,48,0,NotInsured,0,Not recorded,,0,19/12/2019 00:00,7.15,Surgical,TPLO,0,1,No recorded comorbidity ,0,24/01/2020 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,08/09/2020 00:00,08/09/2020 00:00,8.7
60523,B,18/06/2018 00:00,Male,Neutered,British Bulldog,35,35,0,Insured,1,Overweight/obese,Overweight/obese,1,29/11/2019 00:00,1.45,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,1,0,0,1,0,0,0,,1,No,,No,,,21/08/2020 00:00,21/08/2020 00:00,8.8
26869,D,11/04/2013 00:00,Female,Neutered,Crossbreed,11.25,11.25,0,Insured,1,Not recorded,,0,02/01/2019 00:00,5.73,Surgical,TTA,0,1,No recorded comorbidity ,0,09/01/2019 00:00,1,0,0,,1,0,1,0,1,0,,1,Yes,25/09/2019 00:00,No,,,20/12/2021 00:00,25/09/2019 00:00,8.8
64282,A,18/06/2011 00:00,Male,Neutered,Cocker Spaniel,19.6,19.6,0,Insured,1,Not recorded,,0,20/08/2019 00:00,8.17,Surgical,TTA,0,1,No recorded comorbidity ,0,28/08/2019,,1,1,,1,1,0,0,0,0,,1,No,,Yes,28/09/2019 00:00,Euthanasia,12/05/2020 00:00,12/05/2020 00:00,8.8
94761,D,01/12/2008 00:00,Male,Neutered,Siberian Husky,37.85,37.85,0,NotInsured,0,Not recorded,,0,14/01/2019 00:00,10.12,Surgical,Lateral Suture,0,1,Osteoarthritis,0,24/01/2019 00:00,,1,1,,1,1,0,0,0,0,,1,Yes,07/10/2019 00:00,No,,,30/09/2021 00:00,07/10/2019 00:00,8.8
14559,D,03/10/2016 00:00,Female,Entire,Polish Sheep Dog,37.1,37.1,0,Insured,1,Ideal bodyweight,Ideal bodyweight,1,12/08/2019 00:00,2.86,Surgical,TPLO,0,1,No recorded comorbidity ,0,16/09/2019 00:00,,1,1,,1,1,0,0,0,0,,1,Yes,05/05/2020 00:00,No,,,23/11/2021 00:00,05/05/2020 00:00,8.8
10834,B,20/03/2011 00:00,Female,Neutered,Crossbreed,16.95,16.95,0,NotInsured,0,Not recorded,,0,14/10/2019 00:00,8.57,Surgical,Not recorded,0,1,No recorded comorbidity ,0,16/10/2019 00:00,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,07/07/2020 00:00,07/07/2020 00:00,8.8
47273,E,08/04/2016 00:00,Female,Neutered,Labrador Retriever,-100,,1,NotInsured,0,Ideal bodyweight,Ideal bodyweight,1,30/04/2019 00:00,3.06,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,1,0,0,1,0,0,0,,1,No,,No,,,24/01/2020 00:00,24/01/2020 00:00,8.9
97026,B,23/04/2009 00:00,Female,Neutered,Yorkshire Terrier,6.7,6.7,0,NotInsured,0,Overweight/obese,Overweight/obese,1,26/11/2019 00:00,10.59,Surgical,TPLO,0,1,Patellar luxation,0,02/12/2019 00:00,0,0,0,,1,1,0,0,0,0,,1,No,,No,,,21/08/2020 00:00,21/08/2020 00:00,8.9
69007,B,01/01/2009 00:00,Male,Neutered,Cavalier King Charles Spaniel,9.85,9.85,0,NotInsured,0,Not recorded,,0,10/10/2019 00:00,10.77,NonSurgical,,0,0,Osteoarthritis,0,,,1,1,,1,1,1,0,0,0,,1,No,,Yes,05/07/2020 00:00,Euthanasia,05/07/2020 00:00,05/07/2020 00:00,8.9
58858,C,31/01/2017 00:00,Male,Entire,Jack Russell Terrier,-100,,1,Insured,1,Overweight/obese,Overweight/obese,1,09/01/2019 00:00,1.94,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,31/01/2019 00:00,1,0,0,1,0,0,1,0,1,0,,1,No,,No,,,07/10/2019 00:00,07/10/2019 00:00,8.9
19562,D,09/06/2010 00:00,Male,Neutered,Chinese Shar-Pei,24.925,24.925,0,NotInsured,0,Ideal bodyweight,Ideal bodyweight,1,25/01/2019 00:00,8.63,Surgical,TTA,0,1,Osteoarthritis,0,19/02/2019 00:00,1,0,0,,1,1,0,0,0,0,,1,No,,No,,,23/10/2019 00:00,23/10/2019 00:00,8.9
85486,B,19/07/2013 00:00,Female,Neutered,Beagle,18,18,0,Insured,1,Overweight/obese,Overweight/obese,1,02/11/2019 00:00,6.29,NonSurgical,,0,0,Osteoarthritis,0,,1,0,0,1,0,0,1,0,1,0,,1,No,,No,,,31/07/2020 00:00,31/07/2020 00:00,9
21742,C,19/01/2011 00:00,Female,Entire,Chihuahua,2.6,2.6,0,NotInsured,0,Overweight/obese,Overweight/obese,1,13/05/2019 00:00,8.31,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,11/02/2020 00:00,11/02/2020 00:00,9
5672,B,11/01/2015 00:00,Female,Neutered,Jack Russell Terrier,11.25,11.25,0,Insured,1,Not recorded,,0,14/11/2019 00:00,4.84,Surgical,TPLO,0,1,No recorded comorbidity ,0,21/11/2019 00:00,0,0,0,,1,1,0,0,0,0,,1,No,,No,,,18/08/2020 00:00,18/08/2020 00:00,9.1
82073,A,29/04/2012 00:00,Male,Entire,Beagle,19.6,19.6,0,Insured,1,Not recorded,,0,30/10/2019 00:00,7.5,Surgical,TPLO,0,1,No recorded comorbidity ,0,30/10/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,Yes,04/08/2020 00:00,No,,,05/10/2020 00:00,04/08/2020 00:00,9.2
81609,B,06/07/2011 00:00,Female,Neutered,Crossbreed,9.7,9.7,0,Insured,1,Not recorded,,0,09/01/2019 00:00,7.51,Surgical,TTA,0,1,No recorded comorbidity ,0,09/01/2019 00:00,,1,1,0,0,0,0,0,0,0,,1,Yes,16/10/2019 00:00,No,,,17/10/2019 00:00,16/10/2019 00:00,9.2
75918,B,25/09/2012 00:00,Female,Entire,Miniature Schnauzer,14.1,14.1,0,Insured,1,Overweight/obese,Overweight/obese,1,03/05/2019 00:00,6.6,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,1,0,0,1,0,1,0,,1,No,,No,,,08/02/2020 00:00,08/02/2020 00:00,9.2
71174,B,26/06/2009 00:00,Female,Neutered,Crossbreed,10.7,10.7,0,Insured,1,Not recorded,,0,04/01/2019 00:00,9.52,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,08/01/2019 00:00,1,0,0,,1,0,0,0,0,0,,1,Yes,15/10/2019 00:00,No,,,26/08/2020 00:00,15/10/2019 00:00,9.3
27880,D,09/03/2012 00:00,Male,Neutered,Crossbreed,-100,,1,Insured,1,Not recorded,,0,15/01/2019 00:00,6.85,Surgical,TPLO,0,1,No recorded comorbidity ,0,15/01/2019 00:00,,1,1,0,0,0,0,0,0,0,,1,Yes,29/10/2019 00:00,No,,,30/10/2019 00:00,29/10/2019 00:00,9.4
26035,B,28/05/2016 00:00,Male,Neutered,Jack Russell Terrier,12.14,12.14,0,NotInsured,0,Not recorded,,0,29/10/2019 00:00,3.42,Surgical,TPLO,0,1,No recorded comorbidity ,0,13/11/2019 00:00,0,0,0,1,0,0,1,0,1,0,,1,No,,No,,,14/08/2020 00:00,14/08/2020 00:00,9.5
13114,B,19/10/2009 00:00,Male,Neutered,Shih-tzu,12,12,0,Insured,1,Ideal bodyweight,Ideal bodyweight,1,05/08/2019 00:00,9.79,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,22/08/2019 00:00,0,0,0,,1,1,1,0,0,0,,1,No,,No,,,21/05/2020 00:00,21/05/2020 00:00,9.5
53453,C,16/08/2009 00:00,Female,Entire,Crossbreed,12.5,12.5,0,NotInsured,0,Not recorded,,0,16/08/2019 00:00,10,NonSurgical,,0,0,No recorded comorbidity ,0,,0,0,0,,1,1,1,0,1,0,,1,No,,Yes,01/06/2020 00:00,Euthanasia,01/06/2020 00:00,01/06/2020 00:00,9.5
97820,B,10/04/2013 00:00,Male,Neutered,English Springer Spaniel,23.05,23.05,0,NotInsured,0,Not recorded,,0,04/09/2019 00:00,6.4,NonSurgical,,0,0,No recorded comorbidity ,0,,0,0,0,0,0,0,1,0,1,0,,1,No,,No,,,21/06/2020 00:00,21/06/2020 00:00,9.6
29194,B,29/04/2016 00:00,Female,Entire,Cocker Spaniel,10.2,10.2,0,Insured,1,Ideal bodyweight,Ideal bodyweight,1,14/11/2019 00:00,3.54,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,1,0,0,0,0,0,0,,1,No,,No,,,01/09/2020 00:00,01/09/2020 00:00,9.6
87525,B,28/09/2013 00:00,Female,Neutered,Crossbreed,33.6,33.6,0,Insured,1,Overweight/obese,Overweight/obese,1,04/09/2019 00:00,5.93,Surgical,TPLO,0,1,No recorded comorbidity ,0,04/09/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,Yes,22/06/2020 00:00,No,,,30/06/2020 00:00,22/06/2020 00:00,9.6
77967,D,23/08/2010 00:00,Male,Neutered,Cocker Spaniel,14.8,14.8,0,Insured,1,Not recorded,,0,16/08/2019 00:00,8.98,Surgical,TPLO,0,1,No recorded comorbidity ,0,30/08/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,Yes,03/06/2020 00:00,No,,,30/12/2021 00:00,03/06/2020 00:00,9.6
77647,C,08/02/2013 00:00,Female,Entire,Husky,24.4,24.4,0,NotInsured,0,Not recorded,,0,21/02/2019 00:00,6.03,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,1,0,0,0,0,0,0,,1,No,,No,,,13/12/2019 00:00,13/12/2019 00:00,9.7
95646,B,31/10/2009 00:00,Male,Entire,English Springer Spaniel,22.2,22.2,0,Insured,1,Not recorded,,0,18/09/2019 00:00,9.88,Surgical,TTA,0,1,Osteoarthritis,0,24/09/2019 00:00,1,0,0,,1,1,1,0,0,0,,1,No,,No,,,09/07/2020 00:00,09/07/2020 00:00,9.7
78425,C,26/03/2011 00:00,Male,Neutered,Cocker Spaniel,-100,,1,NotInsured,0,Not recorded,,0,15/04/2019 00:00,8.05,NonSurgical,,0,0,No recorded comorbidity ,0,,0,0,0,0,0,0,0,0,0,0,,1,No,,Yes,05/02/2020 00:00,Unassisted death,05/02/2020 00:00,05/02/2020 00:00,9.7
8703,B,22/02/2013 00:00,Male,Neutered,Crossbreed,26,26,0,Insured,1,Ideal bodyweight,Ideal bodyweight,1,17/06/2019 00:00,6.31,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,1,0,0,1,0,1,0,,1,No,,No,,,09/04/2020 00:00,09/04/2020 00:00,9.8
89667,B,28/04/2010 00:00,Female,Neutered,Crossbreed,29.55,29.55,0,NotInsured,0,Overweight/obese,Overweight/obese,1,12/11/2019 00:00,9.54,Surgical,TPLO,0,1,Osteoarthritis,0,12/11/2019 00:00,1,0,0,0,0,0,0,0,0,0,,1,No,,No,,,05/09/2020 00:00,05/09/2020 00:00,9.8
52355,B,11/11/2016 00:00,Male,Neutered,French Bulldog,11.6,11.6,0,Insured,1,Ideal bodyweight,Ideal bodyweight,1,12/10/2019 00:00,2.92,Surgical,TPLO,0,1,Patellar luxation,0,06/11/2019 00:00,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,07/08/2020 00:00,07/08/2020 00:00,9.9
77435,C,15/03/2010 00:00,Female,Neutered,Labrador Retriever,30,30,0,Insured,1,Not recorded,,0,30/07/2019 00:00,9.37,Surgical,TPLO,0,1,Osteoarthritis,0,14/08/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,27/05/2020 00:00,27/05/2020 00:00,9.9
79876,C,14/09/2008 00:00,Female,Entire,Beagle,19.9,19.9,0,Insured,1,Overweight/obese,Overweight/obese,1,16/04/2019 00:00,10.58,Surgical,Not recorded,0,1,No recorded comorbidity ,0,01/05/2019 00:00,0,0,0,0,0,0,0,0,0,0,,1,No,,No,,,12/02/2020 00:00,12/02/2020 00:00,9.9
84194,B,21/09/2014 00:00,Female,Neutered,Crossbreed,33,33,0,Insured,1,Overweight/obese,Overweight/obese,1,02/09/2019 00:00,4.95,Surgical,TPLO,0,1,Other,0,12/09/2019 00:00,0,0,0,,1,1,0,0,0,0,,1,No,,No,,,02/07/2020 00:00,02/07/2020 00:00,10
65661,B,01/11/2011 00:00,Female,Neutered,Crossbreed,28.2,28.2,0,NotInsured,0,Not recorded,,0,24/07/2019 00:00,7.73,Surgical,TTA,0,1,No recorded comorbidity ,0,31/07/2019 00:00,0,0,0,,1,1,0,0,0,0,,1,No,,No,,,25/05/2020 00:00,25/05/2020 00:00,10.1
76560,B,27/07/2010 00:00,Female,Entire,Flat Coated Retriever,37.6,37.6,0,Insured,1,Not recorded,,0,18/06/2019 00:00,8.89,NonSurgical,,0,0,No recorded comorbidity ,0,,1,0,0,,1,1,1,0,1,0,,1,No,,Yes,19/04/2020 00:00,Euthanasia,19/04/2020 00:00,19/04/2020 00:00,10.1
21336,D,17/07/2017 00:00,Female,Neutered,Labrador Retriever,30.75,30.75,0,Insured,1,Not recorded,,0,05/09/2019 00:00,2.14,Surgical,TPLO,0,1,No recorded comorbidity ,0,13/09/2019 00:00,0,0,0,,1,1,0,0,0,0,,1,No,,No,,,09/07/2020 00:00,09/07/2020 00:00,10.1
99477,B,21/09/2014 00:00,Male,Neutered,Crossbreed,-100,,1,Insured,1,Overweight/obese,Overweight/obese,1,05/11/2019 00:00,5.12,Surgical,TPLO,0,1,No recorded comorbidity ,0,05/11/2019 00:00,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,08/09/2020 00:00,08/09/2020 00:00,10.1
85962,A,14/03/2013 00:00,Male,Entire,Akita,-100,,1,NotInsured,0,Not recorded,,0,26/03/2019 00:00,6.03,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,1,0,0,0,0,0,0,,1,No,,Yes,28/01/2020 00:00,Euthanasia,28/01/2020 00:00,28/01/2020 00:00,10.1
12889,B,14/12/2009 00:00,Male,Entire,Bichon Frise,10.045,10.045,0,NotInsured,0,Overweight/obese,Overweight/obese,1,10/09/2019 00:00,9.74,Surgical,TPLO,0,1,No recorded comorbidity ,0,17/09/2019 00:00,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,14/07/2020 00:00,14/07/2020 00:00,10.1
71645,D,20/04/2009 00:00,Male,Neutered,Yorkshire Terrier,5.9,5.9,0,NotInsured,0,Not recorded,,0,13/12/2019 00:00,10.65,Surgical,Lateral Suture,0,1,Patellar luxation,0,13/12/2019 00:00,0,0,0,,1,1,0,0,0,0,,1,No,,No,,,17/10/2020 00:00,17/10/2020 00:00,10.2
15747,D,23/10/2014 00:00,Female,Neutered,Boxer,34.6,34.6,0,NotInsured,0,Overweight/obese,Overweight/obese,1,04/03/2019 00:00,4.36,Surgical,TTA,0,1,No recorded comorbidity ,0,05/03/2019 00:00,,1,1,,1,1,0,0,0,0,,1,No,,No,,,08/01/2020 00:00,08/01/2020 00:00,10.2
10289,B,05/05/2014 00:00,Male,Neutered,West Highland White Terrier,11.4,11.4,0,Insured,1,Not recorded,,0,06/11/2019 00:00,5.51,Surgical,Lateral Suture,0,1,No recorded comorbidity ,0,23/11/2019 00:00,,1,1,0,0,0,0,0,0,0,,1,No,,No,,,12/09/2020 00:00,12/09/2020 00:00,10.2
86870,E,15/08/2010 00:00,Female,Neutered,Crossbreed,-100,,1,NotInsured,0,Overweight/obese,Overweight/obese,1,08/11/2019 00:00,9.23,Surgical,CCWO,0,1,No recorded comorbidity ,0,20/11/2019 00:00,1,0,0,0,0,0,0,0,0,0,,1,No,,No,,,14/09/2020 00:00,14/09/2020 00:00,10.2
76727,A,28/06/2012 00:00,Male,Neutered,Crossbreed,-100,,1,NotInsured,0,Overweight/obese,Overweight/obese,1,01/04/2019 00:00,6.76,NonSurgical,,0,0,No recorded comorbidity ,0,,,1,1,1,0,0,1,0,1,0,,1,No,,No,,,07/02/2020 00:00,07/02/2020 00:00,10.3
41130,B,28/10/2013 00:00,Female,Entire,Yorkshire Terrier,2.97,2.97,0,Insured,1,Ideal bodyweight,Ideal bodyweight,1,16/10/2019 00:00,5.97,Surgical,Lateral Suture,0,1,Osteoarthritis,0,21/10/2019 00:00,1,0,0,0,0,0,0,0,0,0,,1,No,,No,,,26/08/2020 00:00,26/08/2020 00:00,10.4
67580,B,17/01/2012 00:00,Female,Entire,English Springer Spaniel,25.2,25.2,0,Insured,1,Not recorded,,0,04/07/2019 00:00,7.46,Surgical,TPLO,0,1,No recorded comorbidity ,0,18/07/2019 00:00,1,0,0,0,0,0,0,0,0,0,,1,No,,No,,,14/05/2020 00:00,14/05/2020 00:00,10.4
