id,DataSilo,BirthDate,VetCompassBreedOriginal,Insured,ChronicComorbidityBaseline,DateDiagnosis,AgeDiagnosis,PimoPresc,DatePimoPresc,TimeDiagnosisPimo,DiagnosticsBaseline,CHF_01_5max,DateOfCHF,Died_01_5max,compev,MethodOfDeath,DeathRelated,DateOfDeath,DateFinalEPR,FollowUp,LTFU
53353,0,01/02/2009 00:00,Cavalier King Charles Spaniel,1,1,23/10/2018 00:00,9.72,Prescribed,05/11/2018 00:00,13,1,1,16/05/2019 00:00,1,1,Euthanasia,Not recorded,28/05/2019 00:00,,205,0
64405,1,24/04/2008 00:00,King Charles Spaniel,1,1,15/07/2016 00:00,8.22,NotPrescribed,07/02/2017 00:00,NA,0,1,07/02/2017 00:00,1,1,Unassisted,Primary reason for death,06/03/2018 00:00,,207,0
10054,0,06/09/2009 00:00,Cavalier King Charles Spaniel,0,1,17/03/2018 00:00,8.53,NotPrescribed,10/10/2018 00:00,NA,0,1,10/10/2018 00:00,1,1,Euthanasia,Primary reason for death,14/10/2020 00:00,,207,0
31131,2,14/08/2006 00:00,Cavalier King Charles Spaniel,0,1,31/01/2016 00:00,9.46,NotPrescribed,25/08/2016 00:00,NA,0,1,25/08/2016 00:00,1,1,Euthanasia,Secondary reason for death,17/02/2020 00:00,,207,0
52236,0,20/10/2001 00:00,Shih Tzu,0,1,21/07/2016 00:00,14.75,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,15/02/2017 00:00,,209,0
70199,0,25/07/2005 00:00,Cavalier King Charles Spaniel,0,1,13/07/2016 00:00,10.97,NotPrescribed,08/02/2017 00:00,NA,0,1,08/02/2017 00:00,1,1,Euthanasia,Not recorded,02/05/2017 00:00,,210,0
30472,1,02/03/2002 00:00,Jack Russell Terrier,1,1,28/07/2017 00:00,15.41,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,23/02/2018 00:00,,210,0
3457,1,24/09/2003 00:00,Yorkshire Terrier,0,1,04/12/2017 00:00,14.2,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,03/07/2018 00:00,,211,0
6117,1,08/06/2004 00:00,Crossbreed,0,1,09/11/2018 00:00,14.42,NotPrescribed,10/06/2019 00:00,NA,0,1,10/06/2019 00:00,1,1,Unassisted,Primary reason for death,11/06/2019 00:00,,213,0
22881,1,26/03/2004 00:00,Cavalier King Charles Spaniel,1,1,11/05/2016 00:00,12.13,NotPrescribed,02/05/2017 00:00,NA,0,1,10/12/2016 00:00,1,1,Euthanasia,Not recorded,13/09/2017 00:00,,213,0
9723,0,10/09/2003 00:00,West Highland White Terrier,0,1,08/03/2018 00:00,14.49,NotPrescribed,,NA,0,1,08/10/2018 00:00,1,1,Euthanasia,Secondary reason for death,13/07/2020 00:00,,214,0
90730,1,22/05/2009 00:00,Cavalier King Charles Spaniel,1,1,31/05/2018 00:00,9.02,NotPrescribed,,NA,1,0,,0,0,,,,31/12/2018 00:00,214,1
49574,1,26/12/2001 00:00,Cavalier King Charles Spaniel,0,1,21/02/2017 00:00,15.16,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,27/09/2017 00:00,,218,0
17972,1,06/09/2004 00:00,Crossbreed,1,1,29/03/2016 00:00,11.56,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,04/11/2016 00:00,,220,0
80397,3,01/04/2006 00:00,Kromfohrländer,0,1,01/04/2016 00:00,10,NotPrescribed,08/11/2016 00:00,NA,0,1,08/11/2016 00:00,1,1,Euthanasia,Not recorded,27/03/2017 00:00,,221,0
43220,2,29/07/2007 00:00,King Charles Spaniel,0,1,28/04/2017 00:00,9.75,NotPrescribed,05/12/2017 00:00,NA,0,1,05/12/2017 00:00,0,1,,,,20/06/2018 00:00,221,0
55621,2,15/03/2006 00:00,Cavalier King Charles Spaniel,0,1,13/06/2016 00:00,10.25,NotPrescribed,20/01/2017 00:00,NA,0,1,20/01/2017 00:00,1,1,Euthanasia,Primary reason for death,27/12/2017 00:00,,221,0
54308,2,01/04/2001 00:00,West Highland White Terrier,0,1,15/11/2017 00:00,16.62,NotPrescribed,,NA,0,0,,0,0,,,,24/06/2018 00:00,221,1
81443,1,16/03/2001 00:00,Crossbreed,0,1,08/05/2016 00:00,15.15,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,16/12/2016 00:00,,222,0
90867,0,25/05/2008 00:00,Cavalier King Charles Spaniel,0,1,25/03/2016 00:00,7.83,NotPrescribed,03/11/2016 00:00,NA,0,1,03/11/2016 00:00,0,1,,,,16/01/2018 00:00,223,0
89504,2,15/01/2002 00:00,Shih Tzu,0,1,16/10/2017 00:00,15.75,NotPrescribed,29/05/2018 00:00,NA,0,1,29/05/2018 00:00,1,1,Euthanasia,Not related to cardiac disease,19/12/2018 00:00,,225,0
15166,1,01/08/2008 00:00,Cavalier King Charles Spaniel,0,0,04/12/2017 00:00,9.34,Prescribed,04/12/2017 00:00,1,0,0,,1,2,Euthanasia,Not related to cardiac disease,17/07/2018 00:00,,225,0
58583,1,24/06/2005 00:00,Cavalier King Charles Spaniel,1,1,09/05/2016 00:00,10.87,NotPrescribed,,NA,0,1,21/12/2016 00:00,1,1,Unassisted,Primary reason for death,21/12/2016 00:00,,226,0
24562,2,16/04/2007 00:00,Crossbreed,0,1,07/05/2018 00:00,11.06,NotPrescribed,21/12/2018 00:00,NA,0,1,21/12/2018 00:00,1,1,Euthanasia,Secondary reason for death,01/11/2021 00:00,,228,0
28749,0,01/12/2006 00:00,Cavalier King Charles Spaniel,0,1,25/05/2016 00:00,9.48,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,13/01/2017 00:00,,233,0
70971,0,12/02/2006 00:00,Manchester Terrier,0,1,23/06/2017 00:00,11.36,NotPrescribed,,NA,0,1,13/02/2018 00:00,1,1,Euthanasia,Primary reason for death,13/02/2018 00:00,,235,0
68979,0,03/04/2008 00:00,Cavalier King Charles Spaniel,0,1,01/06/2017 00:00,9.16,NotPrescribed,23/01/2018 00:00,NA,0,1,23/01/2018 00:00,1,1,Euthanasia,Primary reason for death,22/10/2019 00:00,,236,0
8373,0,26/07/2004 00:00,Cavalier King Charles Spaniel,0,1,22/02/2016 00:00,11.58,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,15/10/2016 00:00,,236,0
81374,0,29/01/2004 00:00,King Charles Spaniel,0,1,15/06/2017 00:00,13.38,NotPrescribed,,NA,0,1,07/02/2018 00:00,1,1,Euthanasia,Primary reason for death,07/02/2018 00:00,,237,0
12882,0,25/10/2001 00:00,Jack Russell Terrier,0,1,20/09/2017 00:00,15.9,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,15/05/2018 00:00,,237,0
30047,0,28/05/2007 00:00,Crossbreed,0,1,06/04/2016 00:00,8.86,NotPrescribed,30/11/2016 00:00,NA,0,1,30/11/2016 00:00,0,1,,,,16/01/2017 00:00,238,0
43978,0,21/02/2006 00:00,Cavalier King Charles Spaniel,0,1,02/06/2016 00:00,10.28,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,26/01/2017 00:00,,238,0
90783,1,12/01/2007 00:00,Cavalier King Charles Spaniel,1,1,31/08/2017 00:00,10.63,NotPrescribed,30/04/2018 00:00,NA,0,1,30/04/2018 00:00,1,1,Euthanasia,Primary reason for death,09/09/2018 00:00,,242,0
84921,1,16/05/2004 00:00,Cavalier King Charles Spaniel,0,1,15/02/2016 00:00,11.75,NotPrescribed,14/10/2016 00:00,NA,0,1,14/10/2016 00:00,1,1,Euthanasia,Primary reason for death,14/07/2017 00:00,,242,0
75054,1,20/08/2006 00:00,Cavalier King Charles Spaniel,1,1,19/10/2017 00:00,11.16,NotPrescribed,20/06/2018 00:00,NA,0,1,20/06/2018 00:00,1,1,Euthanasia,Primary reason for death,25/06/2018 00:00,,244,0
56684,0,11/09/2008 00:00,Cavalier King Charles Spaniel,0,1,06/10/2017 00:00,9.07,NotPrescribed,07/06/2018 00:00,NA,0,1,07/06/2018 00:00,0,1,,,,10/12/2018 00:00,244,0
50918,1,08/01/2007 00:00,Cavalier King Charles Spaniel,1,1,24/02/2017 00:00,10.13,NotPrescribed,,NA,0,0,,0,0,,,,26/10/2017 00:00,244,1
97435,0,01/10/2005 00:00,Cavalier King Charles Spaniel,0,1,10/07/2017 00:00,11.77,NotPrescribed,,NA,0,1,12/03/2018 00:00,1,1,Euthanasia,Primary reason for death,12/03/2018 00:00,,245,0
53743,0,05/01/2008 00:00,Cavalier King Charles Spaniel,0,1,17/11/2016 00:00,8.87,Prescribed,17/11/2016 00:00,1,0,1,20/07/2017 00:00,1,1,Euthanasia,Primary reason for death,07/08/2017 00:00,,245,0
43092,0,01/09/1999 00:00,Jack Russell Terrier,0,1,25/04/2016 00:00,16.65,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,28/12/2016 00:00,,247,0
11211,0,05/07/2005 00:00,Jack Russell Terrier,0,1,21/03/2016 00:00,10.71,NotPrescribed,,NA,0,1,24/11/2016 00:00,1,1,Unassisted,Not recorded,06/04/2017 00:00,,248,0
66655,1,08/06/2002 00:00,Crossbreed,0,1,23/02/2018 00:00,15.71,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,29/10/2018 00:00,,248,0
26441,1,15/03/2005 00:00,Chihuahua,0,1,06/03/2017 00:00,11.98,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,10/11/2017 00:00,,249,0
18911,0,13/09/2003 00:00,Pomeranian,0,1,22/04/2016 00:00,12.61,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,27/12/2016 00:00,,249,0
60048,0,24/11/2000 00:00,Crossbreed,0,1,12/10/2016 00:00,15.88,Prescribed,12/10/2016 00:00,1,0,1,19/06/2017 00:00,1,1,Euthanasia,Primary reason for death,19/06/2017 00:00,,250,0
13288,3,01/07/2004 00:00,Cavalier King Charles Spaniel,1,1,22/06/2018 00:00,13.97,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,01/03/2019 00:00,,252,0
53890,1,09/08/2009 00:00,Cavalier King Charles Spaniel,1,0,09/08/2016 00:00,7,NotPrescribed,19/04/2017 00:00,NA,0,1,19/04/2017 00:00,1,1,Euthanasia,Primary reason for death,05/07/2017 00:00,,253,0
24777,0,17/09/2008 00:00,Crossbreed,0,0,16/03/2017 00:00,8.49,NotPrescribed,24/11/2017 00:00,NA,0,1,24/11/2017 00:00,1,1,Euthanasia,Not related to cardiac disease,21/12/2018 00:00,,253,0
55658,2,20/07/2003 00:00,Jack Russell Terrier,1,1,05/09/2017 00:00,14.13,NotPrescribed,17/05/2018 00:00,NA,0,1,17/05/2018 00:00,1,1,Euthanasia,Primary reason for death,10/07/2019 00:00,,254,0
37947,0,01/12/2003 00:00,English Cocker Spaniel,0,1,22/12/2017 00:00,14.06,NotPrescribed,03/09/2018 00:00,NA,0,1,03/09/2018 00:00,1,1,Euthanasia,Not recorded,07/09/2018 00:00,,255,0
43362,0,30/03/2005 00:00,Yorkshire Terrier,0,1,22/09/2016 00:00,11.48,NotPrescribed,23/06/2017 00:00,NA,0,1,06/06/2017 00:00,1,1,Euthanasia,Not recorded,08/08/2018 00:00,,257,0
63543,1,23/05/2009 00:00,Chihuahua,0,0,22/12/2016 00:00,7.58,NotPrescribed,,NA,0,0,,0,0,,,,05/09/2017 00:00,257,1
76013,0,27/07/2009 00:00,Cavalier King Charles Spaniel,0,0,16/08/2018 00:00,9.05,NotPrescribed,,NA,0,0,,0,0,,,,30/04/2019 00:00,257,1
32805,1,05/07/2005 00:00,Cavalier King Charles Spaniel,0,1,20/09/2017 00:00,12.21,NotPrescribed,,NA,1,0,,1,2,Euthanasia,Secondary reason for death,04/06/2018 00:00,,257,0
23286,0,09/06/2008 00:00,Cavalier King Charles Spaniel,0,0,15/06/2017 00:00,9.02,NotPrescribed,01/03/2018 00:00,NA,0,1,01/03/2018 00:00,1,1,Unassisted,Not recorded,23/04/2018 00:00,,259,0
84871,1,15/09/2008 00:00,Cavalier King Charles Spaniel,0,0,29/11/2016 00:00,8.21,NotPrescribed,15/08/2017 00:00,NA,0,1,15/08/2017 00:00,1,1,Unassisted,Primary reason for death,17/03/2018 00:00,,259,0
82668,0,05/03/2006 00:00,Cavalier King Charles Spaniel,0,0,05/03/2016 00:00,10,NotPrescribed,21/11/2016 00:00,NA,0,1,21/11/2016 00:00,1,1,Unassisted,Primary reason for death,12/06/2017 00:00,,261,0
89053,0,22/07/2007 00:00,King Charles Spaniel,0,1,17/10/2017 00:00,10.24,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,06/07/2018 00:00,,262,0
70275,1,24/12/2001 00:00,Norfolk Terrier,0,0,03/02/2017 00:00,15.11,NotPrescribed,,NA,0,0,,1,2,Not recorded,Not recorded,23/10/2017 00:00,,262,0
57292,1,27/07/2006 00:00,King Charles Spaniel,0,1,23/01/2017 00:00,10.49,Prescribed,07/02/2017 00:00,15,1,1,13/10/2017 00:00,0,1,,,,13/04/2018 00:00,263,0
25788,0,16/09/2006 00:00,Shih Tzu,0,1,21/03/2018 00:00,11.51,NotPrescribed,,NA,0,1,11/12/2018 00:00,1,1,Euthanasia,Primary reason for death,16/07/2019 00:00,,265,0
31604,0,15/03/2004 00:00,Yorkshire Terrier,0,1,31/05/2016 00:00,12.21,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,20/02/2017 00:00,,265,0
51508,1,01/04/2009 00:00,Cavalier King Charles Spaniel,0,1,29/06/2018 00:00,9.24,NotPrescribed,22/03/2019 00:00,NA,0,1,22/03/2019 00:00,1,1,Euthanasia,Primary reason for death,11/05/2020 00:00,,266,0
33325,2,01/09/2005 00:00,Shih Tzu,0,1,26/08/2017 00:00,11.98,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,20/05/2018 00:00,,267,0
73903,1,13/02/2006 00:00,Cavalier King Charles Spaniel,0,1,07/02/2017 00:00,10.98,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,02/11/2017 00:00,,268,0
51924,0,07/04/2008 00:00,Crossbreed,0,1,10/05/2017 00:00,9.09,Prescribed,10/05/2017 00:00,1,1,0,,1,2,Euthanasia,Not related to cardiac disease,03/02/2018 00:00,,269,0
29387,1,09/06/2005 00:00,Jack Russell Terrier,1,0,21/11/2017 00:00,12.45,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,17/08/2018 00:00,,269,0
73107,1,10/09/2003 00:00,Jack Russell Terrier,0,1,14/07/2017 00:00,13.84,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,09/04/2018 00:00,,269,0
84380,1,18/01/2007 00:00,Scottish Terrier,0,1,29/09/2017 00:00,10.7,NotPrescribed,28/06/2018 00:00,NA,0,1,28/06/2018 00:00,1,1,Unassisted,Primary reason for death,30/06/2018 00:00,,272,0
40984,1,10/10/2007 00:00,Cavalier King Charles Spaniel,1,1,31/05/2017 00:00,9.64,NotPrescribed,27/02/2018 00:00,NA,0,1,27/02/2018 00:00,1,1,Euthanasia,Primary reason for death,16/04/2019 00:00,,272,0
70051,0,16/02/2007 00:00,Cavalier King Charles Spaniel,0,1,28/10/2016 00:00,9.7,NotPrescribed,28/07/2017 00:00,NA,0,1,28/07/2017 00:00,1,1,Euthanasia,Not recorded,21/06/2021 00:00,,273,0
16045,0,01/12/2007 00:00,Chihuahua,0,1,14/03/2017 00:00,9.28,NotPrescribed,,NA,0,0,,0,0,,,,14/12/2017 00:00,275,1
16611,0,03/10/2000 00:00,Shih Tzu,0,1,12/12/2016 00:00,16.19,NotPrescribed,03/08/2017 00:00,NA,0,0,,0,0,,,,14/09/2017 00:00,276,1
83606,1,23/08/2002 00:00,Miniature Schnauzer,0,1,15/06/2016 00:00,13.81,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,20/03/2017 00:00,,278,0
78583,0,21/11/2005 00:00,Chihuahua,0,1,22/11/2016 00:00,11,NotPrescribed,,NA,0,1,29/08/2017 00:00,1,1,Euthanasia,Not recorded,20/10/2018 00:00,,280,0
46836,0,10/04/2002 00:00,Crossbreed,0,1,01/12/2016 00:00,14.64,NotPrescribed,,NA,0,0,,0,0,,,,08/09/2017 00:00,281,1
90152,3,22/07/2005 00:00,Bichon Frise,1,1,24/07/2018 00:00,13,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,03/05/2019 00:00,,283,0
87781,1,23/09/2007 00:00,Chihuahua,0,1,31/08/2016 00:00,8.94,NotPrescribed,12/06/2017 00:00,NA,1,1,12/06/2017 00:00,1,1,Unassisted,Not recorded,11/05/2018 00:00,,285,0
16106,0,02/05/2004 00:00,Jack Russell Terrier,0,1,10/11/2016 00:00,12.53,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Secondary reason for death,22/08/2017 00:00,,285,0
44628,0,28/01/2002 00:00,Shih Tzu,0,1,29/04/2017 00:00,15.25,NotPrescribed,,NA,0,1,09/02/2018 00:00,1,1,Unassisted,Not recorded,17/02/2018 00:00,,286,0
74099,0,18/10/2004 00:00,Cavalier King Charles Spaniel,0,0,27/09/2016 00:00,11.94,NotPrescribed,01/08/2017 00:00,NA,0,1,11/07/2017 00:00,1,1,Euthanasia,Secondary reason for death,13/09/2017 00:00,,287,0
47456,2,18/09/2005 00:00,Shih Tzu,0,1,14/03/2018 00:00,12.48,NotPrescribed,27/12/2018 00:00,NA,0,1,27/12/2018 00:00,1,1,Euthanasia,Primary reason for death,15/03/2019 00:00,,288,0
57416,3,01/10/2005 00:00,Crossbreed,0,1,13/03/2018 00:00,12.45,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,27/12/2018 00:00,,289,0
4028,0,19/05/2003 00:00,Yorkshire Terrier,0,1,26/10/2016 00:00,13.44,NotPrescribed,15/08/2017 00:00,NA,0,1,15/08/2017 00:00,1,1,Unassisted,Not recorded,21/01/2019 00:00,,293,0
95653,2,10/01/2002 00:00,Dachshund Miniature           ,0,1,17/08/2017 00:00,15.6,Prescribed,17/08/2017 00:00,1,0,0,,0,0,,,,06/06/2018 00:00,293,1
73199,0,18/01/2005 00:00,Cavalier King Charles Spaniel,0,0,27/09/2018 00:00,13.69,Prescribed,27/09/2018 00:00,1,0,0,,1,2,Euthanasia,Not related to cardiac disease,18/07/2019 00:00,,294,0
74521,0,18/05/2008 00:00,Cavalier King Charles Spaniel,0,1,05/06/2017 00:00,9.05,NotPrescribed,,NA,0,1,27/03/2018 00:00,1,1,Euthanasia,Primary reason for death,07/06/2018 00:00,,295,0
70249,0,07/01/2009 00:00,Cavalier King Charles Spaniel,0,1,21/07/2017 00:00,8.53,NotPrescribed,15/05/2018 00:00,NA,0,1,15/05/2018 00:00,1,1,Unassisted,Primary reason for death,20/06/2020 00:00,,298,0
55316,3,05/09/2009 00:00,Cavalier King Charles Spaniel,1,1,06/12/2018 00:00,9.25,NotPrescribed,,NA,0,0,,0,0,,,,30/09/2019 00:00,298,1
39248,2,11/02/2008 00:00,Chihuahua,0,0,13/03/2016 00:00,8.08,NotPrescribed,10/01/2017 00:00,NA,0,1,10/01/2017 00:00,1,1,Euthanasia,Not recorded,26/05/2018 00:00,,303,0
96859,2,20/09/2004 00:00,Chihuahua,0,1,20/09/2016 00:00,12,NotPrescribed,,NA,0,1,21/07/2017 00:00,1,1,Not recorded,Not recorded,05/08/2017 00:00,,304,0
63616,1,18/11/2008 00:00,Cavalier King Charles Spaniel,0,1,22/04/2017 00:00,8.42,NotPrescribed,07/02/2018 00:00,NA,0,1,21/02/2018 00:00,1,1,Unassisted,Not recorded,07/10/2018 00:00,,305,0
32198,1,31/10/2007 00:00,Jack Russell Terrier,0,1,02/08/2018 00:00,10.75,NotPrescribed,07/06/2019 00:00,NA,0,1,03/06/2019 00:00,1,1,Euthanasia,Secondary reason for death,24/04/2020 00:00,,305,0
80277,2,29/06/2005 00:00,Crossbreed,1,1,10/11/2016 00:00,11.37,NotPrescribed,24/08/2017 00:00,NA,0,0,,0,0,,,,11/09/2017 00:00,305,1
47615,0,12/02/2009 00:00,Crossbreed,0,0,27/11/2018 00:00,9.79,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,28/09/2019 00:00,,305,0
46284,0,10/09/2003 00:00,Australian Silky Terrier,0,1,15/03/2017 00:00,13.51,NotPrescribed,,NA,0,0,,0,0,,,,15/01/2018 00:00,306,1
20167,1,20/10/2005 00:00,Cavalier King Charles Spaniel,1,0,15/10/2017 00:00,11.99,NotPrescribed,,NA,0,0,,1,2,Not recorded,Not related to cardiac disease,18/08/2018 00:00,,307,0
67794,0,06/06/2006 00:00,King Charles Spaniel,0,0,24/06/2016 00:00,10.05,NotPrescribed,,NA,0,0,,0,0,,,,28/04/2017 00:00,308,1
85476,1,26/01/2007 00:00,Cavalier King Charles Spaniel,0,1,12/07/2017 00:00,10.46,NotPrescribed,,NA,1,0,,0,0,,,,16/05/2018 00:00,308,1
52195,1,30/01/2008 00:00,Cavalier King Charles Spaniel,0,1,14/09/2018 00:00,10.62,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,19/07/2019 00:00,,308,0
60955,0,01/05/2001 00:00,Jack Russell Terrier,0,1,08/02/2017 00:00,15.78,NotPrescribed,,NA,0,0,,0,0,,,,18/12/2017 00:00,313,1
48979,1,01/10/2002 00:00,Shih Tzu,0,0,05/07/2016 00:00,13.76,NotPrescribed,15/05/2017 00:00,NA,0,1,15/05/2017 00:00,1,1,Euthanasia,Not recorded,07/07/2017 00:00,,314,0
53268,0,27/02/2008 00:00,Cavalier King Charles Spaniel,0,0,29/07/2016 00:00,8.42,NotPrescribed,09/06/2017 00:00,NA,0,1,09/06/2017 00:00,0,1,Unassisted,Primary reason for death,06/02/2023 00:00,,315,0
15907,1,01/10/2006 00:00,Miniature Schnauzer,1,0,06/04/2017 00:00,10.51,NotPrescribed,16/02/2018 00:00,NA,0,1,16/02/2018 00:00,1,1,Euthanasia,Primary reason for death,09/11/2018 00:00,,316,0
70956,1,23/08/2001 00:00,Jack Russell Terrier,0,1,17/05/2017 00:00,15.73,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,29/03/2018 00:00,,316,0
77404,1,14/03/2002 00:00,Border Terrier,0,0,08/06/2018 00:00,16.24,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,21/04/2019 00:00,,317,0
94170,0,16/11/2009 00:00,Chihuahua,0,1,22/01/2016 00:00,6.18,NotPrescribed,05/12/2016 00:00,NA,0,1,05/12/2016 00:00,1,1,Unassisted,Primary reason for death,05/12/2016 00:00,,318,0
68058,1,01/04/2009 00:00,Cavalier King Charles Spaniel,0,1,27/10/2018 00:00,9.57,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,10/09/2019 00:00,,318,0
54312,0,08/04/2008 00:00,Cavalier King Charles Spaniel,0,0,23/05/2016 00:00,8.12,NotPrescribed,,NA,0,1,07/04/2017 00:00,1,1,Euthanasia,Primary reason for death,03/04/2018 00:00,,319,0
71611,2,01/09/2004 00:00,Yorkshire Terrier,0,1,17/03/2018 00:00,13.54,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,31/01/2019 00:00,,320,0
65489,1,28/02/2005 00:00,Crossbreed,0,1,23/03/2018 00:00,13.06,NotPrescribed,14/02/2019 00:00,NA,0,1,07/02/2019 00:00,1,1,Unassisted,Primary reason for death,08/05/2019 00:00,,321,0
54828,2,10/11/2005 00:00,English Cocker Spaniel,0,1,29/03/2018 00:00,12.38,Prescribed,15/05/2018 00:00,47,1,0,,0,0,,,,13/02/2019 00:00,321,1
84675,1,19/07/2003 00:00,Jack Russell Terrier,0,1,10/11/2016 00:00,13.31,NotPrescribed,22/08/2017 00:00,NA,0,0,,0,0,,,,28/09/2017 00:00,322,1
77474,1,04/12/2004 00:00,King Charles Spaniel,0,1,28/09/2016 00:00,11.82,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,16/08/2017 00:00,,322,0
36814,1,01/08/2008 00:00,Cavalier King Charles Spaniel,1,1,07/12/2017 00:00,9.35,NotPrescribed,26/10/2018 00:00,NA,0,1,26/10/2018 00:00,1,1,Euthanasia,Primary reason for death,26/10/2018 00:00,,323,0
58,0,15/06/2003 00:00,Cavalier King Charles Spaniel,0,0,18/07/2016 00:00,13.09,NotPrescribed,,NA,0,0,,1,2,Euthanasia,Not recorded,07/06/2017 00:00,,324,0
15034,0,25/05/2009 00:00,Cavalier King Charles Spaniel,0,0,15/01/2018 00:00,8.64,NotPrescribed,08/12/2018 00:00,NA,0,1,08/12/2018 00:00,1,1,Euthanasia,Not related to cardiac disease,27/04/2020 00:00,,327,0
54610,0,01/06/2009 00:00,Cavalier King Charles Spaniel,1,1,19/05/2016 00:00,6.97,NotPrescribed,12/04/2017 00:00,NA,0,1,12/04/2017 00:00,0,1,,,,20/06/2017 00:00,328,0
16593,2,17/04/2007 00:00,Cavalier King Charles Spaniel,0,1,18/10/2016 00:00,9.51,NotPrescribed,28/07/2017 00:00,NA,0,1,11/09/2017 00:00,1,1,Euthanasia,Not related to cardiac disease,04/09/2021 00:00,,328,0
94951,0,16/11/2002 00:00,Crossbreed,0,1,06/10/2017 00:00,14.89,NotPrescribed,08/06/2018 00:00,NA,0,0,,1,2,Euthanasia,Not related to cardiac disease,30/08/2018 00:00,,328,0
48179,0,25/05/2009 00:00,Cavalier King Charles Spaniel,1,1,15/06/2018 00:00,9.06,NotPrescribed,10/05/2019 00:00,NA,0,1,10/05/2019 00:00,1,1,Euthanasia,Not recorded,29/11/2021 00:00,,329,0
93281,0,01/01/2008 00:00,Cavalier King Charles Spaniel,0,1,10/02/2017 00:00,9.11,Prescribed,28/03/2017 00:00,46,0,0,,1,2,Euthanasia,Not related to cardiac disease,07/01/2018 00:00,,331,0
66766,1,17/02/2006 00:00,Shih Tzu,0,0,08/04/2016 00:00,10.14,NotPrescribed,06/03/2017 00:00,NA,0,1,06/03/2017 00:00,1,1,Euthanasia,Primary reason for death,07/03/2017 00:00,,332,0
53266,1,06/12/2005 00:00,King Charles Spaniel,0,1,21/05/2018 00:00,12.45,NotPrescribed,,NA,0,0,,0,0,,,,18/04/2019 00:00,332,1
29984,0,01/02/2005 00:00,Jack Russell Terrier,0,1,01/02/2016 00:00,11,NotPrescribed,30/12/2016 00:00,NA,0,1,30/12/2016 00:00,1,1,Euthanasia,Primary reason for death,24/01/2017 00:00,,333,0
87855,2,23/01/2004 00:00,Papillon,0,0,12/07/2017 00:00,13.47,Prescribed,12/07/2017 00:00,1,0,0,,0,0,,,,11/06/2018 00:00,334,1
24285,0,19/03/1999 00:00,Papillon,0,1,17/06/2016 00:00,17.25,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,17/05/2017 00:00,,334,0
95584,0,13/08/2004 00:00,Crossbreed,0,1,29/09/2018 00:00,14.13,Prescribed,29/09/2018 00:00,1,0,0,,1,2,Euthanasia,Secondary reason for death,31/08/2019 00:00,31/08/2019 00:00,336,0
88353,1,23/01/2006 00:00,Miniature Poodle,1,1,19/12/2018 00:00,12.9,NotPrescribed,,NA,0,0,,1,2,Unassisted,Not recorded,20/11/2019 00:00,,336,0
47549,1,13/05/2005 00:00,Jack Russell Terrier,0,1,01/12/2017 00:00,12.55,Prescribed,02/05/2018 00:00,152,1,0,,1,2,Euthanasia,Not related to cardiac disease,04/11/2018 00:00,,338,0
